avg_funding/round;days since last funding;milestones/company_age;avg_funding/milestone;avg_growth;growth_funding_3_4;growth_funding_2_3;growth_of_funding_1_2;avg_funding/partner;avg_funding/contributor;avg_funding/year;company_age;acquired_or_closed;company_id;state;regionen;BusinessField_gruppiert;BusinessField - 1;NumContributors;NumPartners;total _funding;max_round_nr;total_milestone_nr;round_nr_5;round_nr_4;round_nr_3;round_nr_2;round_nr_1
26000000;3436;0;0;-1;0;0;-1;8666666.66666667;13000000;1368421.05263158;19;Wahr;30527;MA;nordosten;software und technologie;semiconductor;2;3;26000000;1;0;0;0;0;0;26000000
1000000;2556;0.25;500000;-1;0;0;-1;0;1000000;125000;8;Wahr;2566;NY;nordosten;software und technologie;web;1;0;1000000;1;2;0;0;0;0;1000000
2000000;1427;0.333333333;1333333.33333333;-0.141914195;0;-1;0.716171610;333333.333333333;1333333.33333333;444444.444444444;9;Wahr;34499;MA;nordosten;software und technologie;web;3;12;4000000;2;3;0;0;0;2527339;1472661
17357142.8571429;912;0.272727273;40500000;1.665936737;1.840736932;1.143723135;-0.999768975;2700000;27000000;11045454.5454545;11;Wahr;10054;MA;nordosten;software und technologie;mobile;4.5;45;121500000;7;3;2122525;165757;58350;27219;117818164
1000000;3333;0.041666667;1000000;-1;0;0;-1;333333.333333333;1000000;41666.666666667;24;Falsch;38655;CA;westen;software und technologie;hardware;1;3;1000000;1;1;0;0;0;0;1000000
15000000;1304;0.2;15000000;1.663677273;0;-1;4.327354546;7500000;12000000;3000000;10;Falsch;47587;CA;westen;software und technologie;software;2.5;4;30000000;2;2;0;0;0;25258682;4741318
4000000;2970;0;0;-1;0;0;-1;0;1333333.33333333;363636.363636364;11;Falsch;18080;CA;westen;software und technologie;web;3;0;4000000;1;0;0;0;0;0;4000000
16500000;2451;0.307692308;8250000;-0.952250411;0;-1;-0.904500822;2538461.53846154;33000000;2538461.53846154;13;Falsch;856;CA;westen;software und technologie;search;1;13;33000000;2;4;0;0;0;2876746;30123254
8500033.33333333;1095;0.230769231;8500033.33333333;-0.944095178;-1;-0.970319881;-0.861965652;4250016.66666667;10200040;1961546.15384615;13;Falsch;6150;CA;westen;software und technologie;software;2.5;6;25500100;3;3;0;0;91470;3081861;22326769
1106000;1070;0.222222222;1106000;-0.551767006;0;-1;-0.103534011;442400;737333.333333333;245777.777777778;9;Wahr;64959;NY;nordosten;bildung und forschung;analytics;3;5;2212000;2;2;0;0;0;1045620;1166380
1267500;1414;0.222222222;1267500;-0.603408956;0;-1;-0.206817912;316875;507000;281666.666666667;9;Wahr;51379;CA;westen;software und technologie;web;5;8;2535000;2;2;0;0;0;1121312;1413688
4000000;1548;0.222222222;6000000;2.310149336;-1;8.824442906;-0.893994899;923076.923076923;6000000;1333333.33333333;9;Wahr;765;CA;westen;bildung und forschung;analytics;2;13;12000000;3;2;0;0;5819607;592360;5588033
2500000;1279;0.125;2500000;-1;0;0;-1;500000;1250000;312500;8;Wahr;81476;TX;süden;bildung und forschung;analytics;2;5;2500000;1;1;0;0;0;0;2500000
50000;1401;0;0;-0.594186489;0;-1;-0.188372978;33333.333333333;100000;20000;5;Falsch;71120;NY;nordosten;finanzen;advertising;1;3;100000;2;0;0;0;0;44801;55199
15000;1460;0.125;15000;-1;0;0;-1;15000;15000;1875;8;Falsch;148284;OH;mittlerer_westen;finanzen;ecommerce;1;1;15000;1;1;0;0;0;0;15000
12000000;3311;0.071428571;12000000;-1;0;0;-1;6000000;3000000;857142.857142857;14;Falsch;56568;MA;nordosten;software und technologie;hardware;4;2;12000000;1;1;0;0;0;0;12000000
21000000;2060;0.058823529;21000000;-1;0;0;-1;5250000;21000000;1235294.11764706;17;Falsch;23788;CO;westen;software und technologie;semiconductor;1;4;21000000;1;1;0;0;0;0;21000000
6300000;1665;0.3;8400000;-0.251025469;-0.579170768;0.303472501;0.271596391;1938461.53846154;6300000;2520000;10;Wahr;732;CA;westen;software und technologie;software;4;13;25200000;4;3;0;3799224;9027947;6926074;5446755
8720000;2435;0.3;14533333.3333333;-0.721586176;-0.368509610;-0.919725286;-0.971400110;6228571.42857143;14533333.3333333;4360000;10;Falsch;3027;CA;westen;software und technologie;search;3;7;43600000;5;3;39868;61175;96874;1206781;42195302
17600000;1679;0;0;4.803246909;-1;16.382550637;-0.972809909;10560000;9900061.87538672;3300000;16;Wahr;37712;CA;westen;software und technologie;semiconductor;5.3333;5;52800000;3;0;0;0;16638647;957204;35204149
5500000;2172;0.363636364;4125000;-0.400040215;-1;-0.033724739;-0.166395906;1269230.76923077;12375309.3827346;1500000;11;Wahr;9;CA;westen;software und technologie;web;1.3333;13;16500000;3;4;0;0;5036045;5211812;6252143
13000000;2764;0.1;13000000;-1;0;0;-1;2166666.66666667;13000000;1300000;10;Falsch;36192;TX;süden;software und technologie;software;1;6;13000000;1;1;0;0;0;0;13000000
13002596.3333333;2227;0.333333333;7801557.8;-0.156714922;-1;1.504030163;-0.974174929;1773081.31818182;13002596.3333333;2600519.26666667;15;Wahr;130;NY;nordosten;enterprise und other;enterprise;3;22;39007789;3;5;0;0;2313183;923784;35770822
1866666.66666667;2039;0.363636364;1400000;-0.666666667;-1;0;-1;622222.222222222;2800000;509090.909090909;11;Wahr;1704;NY;nordosten;software und technologie;web;2;9;5600000;3;4;0;0;21;0;5599979
5837500;1035;0.222222222;11675000;-0.002846927;-0.716828070;-0.242852199;1.948292563;2122727.27272727;7783333.33333333;2594444.44444444;9;Wahr;38;CA;westen;finanzen;games_video;3;11;23350000;4;2;0;2166549;7651002;10105031;3427418
12400000;958;0.066666667;49600000;-0.503286053;-0.739525947;-0.887436916;0.613818651;4960000;49600000;3306666.66666667;15;Falsch;37647;TX;süden;software und technologie;hardware;1;10;49600000;4;1;0;825566;3169475;28157322;17447637
11150000;3249;0.166666667;11150000;-0.563744632;0;-1;-0.127489264;4460000;4955555.55555556;1858333.33333333;12;Wahr;30537;WA;westen;software und technologie;software;4.5;5;22300000;2;2;0;0;0;10390856;11909144
5087500;1072;0.375;6783333.33333333;-0.550397265;-0.314914775;-0.855500492;-0.031173793;1695833.33333333;5426666.66666667;2543750;8;Wahr;33416;MA;nordosten;bildung und forschung;analytics;3.75;12;20350000;4;3;0;885250;1292175;8942418;9230157
6000000;2223;0.181818182;3000000;-1;0;0;-1;2000000;6000000;545454.545454545;11;Wahr;8527;WA;westen;software und technologie;network_hosting;1;3;6000000;1;2;0;0;0;0;6000000
22333333.3333333;1170;0.454545455;13400000;-0.712902674;-1;-0.271538034;-0.867169988;3722222.22222222;25124685.9414257;6090909.09090909;11;Wahr;32475;CA;westen;transport und reisen;transportation;2.6667;18;67000000;3;5;0;0;5272505;7237859;54489636
15000000;2900;0.066666667;15000000;-1;0;0;-1;2142857.14285714;3750000;1000000;15;Wahr;3193;CA;westen;social_media;public_relations;4;7;15000000;1;1;0;0;0;0;15000000
1700000;1126;0.333333333;850000;-1;0;0;-1;425000;1700000;283333.333333333;6;Falsch;71372;CA;westen;social_media;social;1;4;1700000;1;2;0;0;0;0;1700000
610000;1794;0.1;1830000;0.264598703;-1;2.116989600;-0.323193492;305000;915000;183000;10;Wahr;13815;CA;westen;gesundheit und sicherheit;health;2;6;1830000;3;1;0;0;1019586;327106;483308
4600000;2621;0.2;4600000;-0.318696642;0;-1;0.362606715;836363.636363636;9200000;920000;10;Wahr;1419;TX;süden;software und technologie;web;1;11;9200000;2;2;0;0;0;5305996;3894004
17076222.2;1625;0;0;-0.301766074;-0.995623671;-0.992114904;0.432585103;42690555.5;18295821.6727023;8538111.1;10;Wahr;40324;MA;nordosten;bildung und forschung;biotech;4.6667;2;85381111;5;0;3534;1727;394623;50046693;34934534
25000000;2883;0;0;-1;0;0;-1;8333333.33333333;6250000;1785714.28571429;14;Wahr;25713;CA;westen;software und technologie;semiconductor;4;3;25000000;1;0;0;0;0;0;25000000
14233333.3333333;1219;0.0625;42700000;7.172051530;-1;23.340905571;-0.824750980;21350000;11645348.6786484;2668750;16;Falsch;28424;MI;mittlerer_westen;manufacturing;cleantech;3.6667;2;42700000;3;1;0;0;33476802;1375331;7847867
4100000;2344;0.230769231;1366666.66666667;-1;0;0;-1;1366666.66666667;4100000;315384.615384615;13;Falsch;9085;WA;westen;software und technologie;web;1;3;4100000;1;3;0;0;0;0;4100000
1350000;1379;0.6;450000;-1;0;0;-1;675000;135000;270000;5;Wahr;58512;CA;westen;software und technologie;web;10;2;1350000;1;3;0;0;0;0;1350000
6050000;1329;0.125;12100000;-0.185093442;-0.502732539;-0.296255686;1.058614457;2200000;10371576.7368105;1512500;16;Falsch;14993;MA;nordosten;software und technologie;software;2.3333;11;24200000;4;2;0;3334874;6706399;9529596;4629131
3500000;1371;0.428571429;3500000;-0.923940630;-1;-0.865516660;-0.906305229;750000;1657903.4626498;1500000;7;Wahr;56989;NY;nordosten;finanzen;photo_video;6.3333;14;10500000;3;3;0;0;119592;889270;9491138
10375004.75;1715;0.333333333;8300003.8;0.220990411;3.190718205;-0.377859190;-0.928897371;3192309.15384615;10375004.75;2766667.93333333;15;Wahr;649;NY;nordosten;finanzen;music;4;13;41500019;4;5;0;5914633;1411365;2268562;31905459
9700000;1374;0.333333333;16166666.6666667;-0.194179561;-0.445754367;-0.596262079;1.330792242;1796296.2962963;19400000;5388888.88888889;9;Wahr;77;CA;westen;finanzen;advertising;2.5;27;48500000;5;3;3615612;4883808;8811631;21825126;9363823
143333.333333333;2603;0.166666667;215000;-0.713529153;-1;-0.430742672;-0.709844788;107500;257994.840103198;35833.333333333;12;Wahr;3400;CA;westen;finanzen;games_video;1.6667;4;430000;3;2;0;0;48803;85731;295466
1117398;985;0.25;1676097;-0.436776376;-1;0.664080789;-0.974409917;419024.25;352862.526315789;419024.25;8;Falsch;38460;NC;süden;bildung und forschung;analytics;9.5;8;3352194;3;2;0;0;133639;80308;3138247
120000;2556;0;0;-1;0;0;-1;40000;60000;12000;10;Falsch;9730;CA;westen;social_media;public_relations;2;3;120000;1;0;0;0;0;0;120000
5500000;3013;0;0;-1;0;0;-1;916666.666666667;5500000;500000;11;Falsch;334;CA;westen;software und technologie;web;1;6;5500000;1;0;0;0;0;0;5500000
2533333.33333333;708;0.181818182;3800000;-0.847741018;-1;-0.917259022;-0.625964032;760000;1520000;690909.090909091;11;Wahr;34545;CA;westen;finanzen;advertising;5;10;7600000;3;2;0;0;167408;2023278;5409314
3333333.33333333;2162;0.3;3333333.33333333;0.291257692;-1;0.881373382;0.992399695;434782.608695652;3749953.12558593;1000000;10;Wahr;741;CA;westen;finanzen;advertising;2.6667;23;10000000;3;3;0;0;5560796;2955711;1483493
3170000;2743;0.058823529;3170000;-1;0;0;-1;3170000;1585000;186470.588235294;17;Falsch;15888;CA;westen;software und technologie;web;2;1;3170000;1;1;0;0;0;0;3170000
1625000;1532;0.333333333;1083333.33333333;4.236819437;0;-1;9.473638873;1083333.33333333;3250000;361111.111111111;9;Wahr;46835;WA;westen;transport und reisen;travel;1;3;3250000;2;3;0;0;0;2966742;283258
1750000;3166;0.307692308;875000;-0.871783532;0;-1;-0.743567063;233333.333333333;636363.636363636;269230.769230769;13;Wahr;105;NY;nordosten;software und technologie;web;5.5;15;3500000;2;4;0;0;0;714336;2785664
30000000;3481;0.076923077;30000000;-1;0;0;-1;10000000;7500000;2307692.30769231;13;Wahr;21654;CA;westen;software und technologie;semiconductor;4;3;30000000;1;1;0;0;0;0;30000000
1650000;2525;0.333333333;1100000;-0.919899147;0;-1;-0.839798294;825000;1650000;366666.666666667;9;Wahr;1789;CA;westen;finanzen;advertising;2;4;3300000;2;3;0;0;0;455667;2844333
1764587.5;1829;0.25;1176391.66666667;0.541335426;0;-1;2.082670853;294097.916666667;3529175;294097.916666667;12;Falsch;6854;CA;westen;software und technologie;web;1;12;3529175;2;3;0;0;0;2664747;864428
8500000;1745;0.133333333;8500000;-0.067375327;0;-1;0.865249346;8500000;4857142.85714286;1133333.33333333;15;Wahr;11888;CA;westen;software und technologie;mobile;3.5;2;17000000;2;2;0;0;0;11066834;5933166
6326250;1478;0.058823529;25305000;-0.664093523;-0.814371113;0.100726039;-0.942729019;3615000;12652500;1488529.41176471;17;Wahr;32011;CA;westen;software und technologie;software;2;7;25305000;4;1;0;261586;1409188;1280235;22353991
6000000;2401;0.1;6000000;-1;0;0;-1;857142.857142857;3000000;600000;10;Wahr;6356;CA;westen;finanzen;advertising;2;7;6000000;1;1;0;0;0;0;6000000
500000;1419;0.111111111;1000000;0.171011296;0;-1;1.342022592;200000;285714.285714286;111111.111111111;9;Wahr;148576;NY;nordosten;finanzen;advertising;3.5;5;1000000;2;1;0;0;0;700780;299220
770000;1613;0.428571429;256666.666666667;-1;0;0;-1;256666.666666667;128333.333333333;110000;7;Wahr;54465;CA;westen;software und technologie;mobile;6;3;770000;1;3;0;0;0;0;770000
3500000;1521;0.333333333;1750000;-1;0;0;-1;700000;1750000;583333.333333333;6;Wahr;62802;NY;nordosten;social_media;social;2;5;3500000;1;2;0;0;0;0;3500000
266000;1378;0.4;266000;0.346119679;0;-1;1.692239357;88666.666666667;106400;106400;5;Wahr;60580;WA;westen;enterprise und other;enterprise;5;6;532000;2;2;0;0;0;387914;144086
1310000;1632;0.083333333;1310000;-1;0;0;-1;1310000;1310000;109166.666666667;12;Falsch;60186;CA;westen;finanzen;news;1;1;1310000;1;1;0;0;0;0;1310000
18000000;1821;0;0;-0.224949870;-1;1.276044291;-0.950893901;18000000;20249746.878164;6750000;8;Falsch;26612;CA;westen;manufacturing;cleantech;2.6667;3;54000000;3;0;0;0;5199061;2284253;46516686
491500;1147;0.25;491500;-0.301912065;0;-1;0.396175869;245750;163833.333333333;122875;8;Wahr;82843;NY;nordosten;social_media;messaging;6;4;983000;2;2;0;0;0;572763;410237
3000000;1811;0.333333333;1500000;-1;0;0;-1;333333.333333333;3000000;500000;6;Wahr;33507;MA;nordosten;software und technologie;software;1;9;3000000;1;2;0;0;0;0;3000000
700000;1429;0.285714286;700000;-0.752349226;0;-1;-0.504698451;200000;233333.333333333;200000;7;Wahr;55427;NY;nordosten;transport und reisen;travel;6;7;1400000;2;2;0;0;0;463734;936266
11250000;2179;0.166666667;22500000;0.241928057;2.629968408;0.183154966;-0.845411144;2812500;22500000;3750000;12;Falsch;12630;CA;westen;gesundheit und sicherheit;security;2;16;45000000;4;2;0;14927824;4112384;3475778;22484014
100000;1604;0.222222222;50000;-1;0;0;-1;25000;33333.333333333;11111.111111111;9;Wahr;37304;CA;westen;social_media;messaging;3;4;100000;1;2;0;0;0;0;100000
8377203.66666667;2920;0;0;-0.754368390;-1;-0.751425315;-0.511679855;25131611;25131611;1570725.6875;16;Wahr;17660;GA;süden;software und technologie;mobile;1;1;25131611;3;0;0;0;1895116;7623930;15612565
9125000;1309;0.428571429;12166666.6666667;-0.346728523;-0.505768379;0.553721081;-0.434866795;1738095.23809524;24333333.3333333;5214285.71428571;7;Wahr;37826;NY;nordosten;finanzen;ecommerce;1.5;21;36500000;4;3;0;5505334;11139178;7169355;12686133
15000000;3166;0.272727273;5000000;-1;0;0;-1;500000;15000000;1363636.36363636;11;Wahr;142;CA;westen;software und technologie;web;1;30;15000000;1;3;0;0;0;0;15000000
545000;1886;0;0;-1;0;0;-1;181666.666666667;545000;77857.142857143;7;Falsch;36276;CA;westen;social_media;public_relations;1;3;545000;1;0;0;0;0;0;545000
45000000;1613;0;0;-1;0;0;-1;45000000;22500000;7500000;6;Falsch;55044;IL;mittlerer_westen;software und technologie;web;2;1;45000000;1;0;0;0;0;0;45000000
1119027.5;1181;0.125;2238055;-0.905960054;0;-1;-0.811920109;373009.166666667;2238055;279756.875;8;Falsch;81475;WA;westen;enterprise und other;enterprise;1;6;2238055;2;1;0;0;0;354297;1883758
9230182.33333333;1882;0.076923077;27690547;0.153182863;-1;2.124218035;-0.664669447;6922636.75;6153454.88888889;2130042.07692308;13;Wahr;27285;CA;westen;manufacturing;cleantech;4.5;4;27690547;3;1;0;0;12173803;3896592;11620152
2500000;1533;0.272727273;833333.333333333;-1;0;0;-1;625000;1250000;227272.727272727;11;Wahr;32383;MA;nordosten;software und technologie;search;2;4;2500000;1;3;0;0;0;0;2500000
10666666.6666667;2193;0.052631579;32000000;1.759165042;-1;-0.635650593;6.913145718;3200000;10666666.6666667;1684210.52631579;19;Wahr;16189;CA;westen;software und technologie;semiconductor;3;10;32000000;3;1;0;0;7821167;21466117;2712716
22350000.25;1092;0;0;0.299080844;3.683490301;-0.677896223;-0.809270703;44700000.5;20630928.1609859;8127272.81818182;11;Wahr;40417;CA;westen;bildung und forschung;biotech;4.3333;2;89400001;4;0;0;16704366;3566649;11072981;58056005
9850000;2921;0.083333333;19700000;1.891080391;0;-1;4.782160783;9850000;4925000;1641666.66666667;12;Falsch;46186;CA;westen;software und technologie;software;4;2;19700000;2;1;0;0;0;16795321;2904679
3500000;1413;0.333333333;1750000;-1;0;0;-1;218750;3500000;583333.333333333;6;Falsch;67806;CA;westen;enterprise und other;enterprise;1;16;3500000;1;2;0;0;0;0;3500000
3316666.66666667;1703;0.3;3316666.66666667;-0.215088572;-1;1.179536535;-0.824802251;663333.333333333;4264346.63352334;995000;10;Wahr;1491;NY;nordosten;bildung und forschung;education;2.3333;15;9950000;3;3;0;0;2440135;1119566;6390299
1750000;2070;0.222222222;1750000;-0.714317911;0;-1;-0.428635822;700000;1166666.66666667;388888.888888889;9;Wahr;4106;CA;westen;finanzen;games_video;3;5;3500000;2;2;0;0;0;1272636;2227364
8500000;2492;0.153846154;8500000;3.698795837;0;-1;8.397591673;8500000;17000000;1307692.30769231;13;Falsch;5043;CA;westen;software und technologie;software;1;2;17000000;2;2;0;0;0;15365006;1634994
17666666.6666667;2330;0;0;0.392636063;-1;2.706980668;-0.529072478;13250000;11357061.7352733;2789473.68421053;19;Wahr;17884;CA;westen;software und technologie;semiconductor;4.6667;4;53000000;3;0;0;0;28763842;7759372;16476786
6480000;3232;0.055555556;6480000;-1;0;0;-1;1080000;2160000;360000;18;Wahr;41656;CA;westen;social_media;public_relations;3;6;6480000;1;1;0;0;0;0;6480000
500000;1994;0.375;333333.333333333;0.617289361;0;-1;2.234578723;200000;181818.181818182;125000;8;Wahr;20637;CA;westen;finanzen;finance;5.5;5;1000000;2;3;0;0;0;763849;236151
8666666.66666667;1507;0.555555556;5200000;-0.715322460;-1;-0.536467436;-0.609499944;962962.962962963;7090844.62868519;2888888.88888889;9;Wahr;437;CA;westen;social_media;messaging;3.6667;27;26000000;3;5;0;0;2994730;6460668;16544602
11000000;1715;0.066666667;33000000;-0.944235003;-1;-0.909063082;-0.923641927;6600000;8999918.18256198;2200000;15;Wahr;16892;CA;westen;enterprise und other;enterprise;3.6667;5;33000000;3;1;0;0;211524;2326052;30462424
5800000;2393;0.1875;5800000;-0.531333142;-1;0.283775607;-0.877775032;2175000;7457249.38927699;1087500;16;Wahr;763;CA;westen;software und technologie;web;2.3333;8;17400000;3;3;0;0;2134431;1662620;13602949
6916666.66666667;1870;0.2;10375000;-0.507056312;-1;-0.982519823;0.461350886;1729166.66666667;8892984.18548836;2075000;10;Wahr;23134;CA;westen;software und technologie;hardware;2.3333;12;20750000;3;2;0;0;213138;12193126;8343736
3550000;3430;0.214285714;2366666.66666667;0.046932629;0;-1;1.093865257;2366666.66666667;4733333.33333333;507142.857142857;14;Wahr;522;CA;westen;software und technologie;web;1.5;3;7100000;2;3;0;0;0;4805136;2294864
14000000;5056;0;0;1.785772862;-1;1.209047574;5.148271011;6000000;15749803.1274609;2210526.31578947;19;Wahr;6117;MA;nordosten;finanzen;advertising;2.6667;7;42000000;3;0;0;0;27517317;12456643;2026040
606666.666666667;937;0.444444444;455000;0.156935582;-1;2.292729401;-0.821922656;364000;1820000;202222.222222222;9;Wahr;18056;CA;westen;software und technologie;mobile;1;5;1820000;3;4;0;0;604825;183685;1031490
1666666.66666667;1856;0.4;1250000;1.515276219;-1;6.474750890;-0.928922232;294117.647058824;2999940.00119998;500000;10;Wahr;1832;PA;nordosten;finanzen;advertising;1.6667;17;5000000;3;4;0;0;1657825;221790;3120385
5000000;978;0.2;2500000;-1;0;0;-1;714285.714285714;5000000;500000;10;Wahr;60436;CA;westen;enterprise und other;enterprise;1;7;5000000;1;2;0;0;0;0;5000000
866666.666666667;2543;0.181818182;1300000;-0.231218241;-1;1.013959520;-0.707614242;200000;709084.462868519;236363.636363636;11;Wahr;975;CA;westen;software und technologie;network_hosting;3.6667;13;2600000;3;2;0;0;813835;404097;1382068
6100000;3136;0.181818182;3050000;-1;0;0;-1;610000;1525000;554545.454545455;11;Wahr;3986;CA;westen;software und technologie;search;4;10;6100000;1;2;0;0;0;0;6100000
8250000;1413;0.384615385;6600000;-0.411873871;-0.363705443;0.221757784;-0.505547826;1269230.76923077;11000000;2538461.53846154;13;Wahr;1234;GA;süden;enterprise und other;enterprise;3;26;33000000;4;5;0;5108760;8028923;6571616;13290701
3500000;1150;0.333333333;1166666.66666667;-1;0;0;-1;500000;1750000;388888.888888889;9;Wahr;31794;MN;mittlerer_westen;enterprise und other;enterprise;2;7;3500000;1;3;0;0;0;0;3500000
875000;1721;0.2;875000;-0.997815930;0;-1;-0.995631859;583333.333333333;1750000;175000;10;Wahr;10199;IL;mittlerer_westen;transport und reisen;travel;1;3;1750000;2;2;0;0;0;7611;1742389
20500000;5112;0;0;-1;0;0;-1;4100000;20500000;1025000;20;Falsch;8351;WA;westen;software und technologie;software;1;5;20500000;1;0;0;0;0;0;20500000
1966666.66666667;2921;0;0;1.841470909;-1;7.500513427;-0.976100700;1180000;5900000;491666.666666667;12;Falsch;9106;FL;süden;software und technologie;software;1;5;5900000;3;0;0;0;976828;114914;4808258
2300000;2862;0.3;766666.666666667;-1;0;0;-1;153333.333333333;2300000;230000;10;Wahr;2033;CA;westen;software und technologie;web;1;15;2300000;1;3;0;0;0;0;2300000
20000000;2344;0.153846154;10000000;-1;0;0;-1;5000000;5000000;1538461.53846154;13;Falsch;16134;CA;westen;software und technologie;software;4;4;20000000;1;2;0;0;0;0;20000000
4750000;2273;0.181818182;4750000;5.275357668;0;-1;11.550715335;1583333.33333333;3800000;863636.363636364;11;Wahr;2234;CA;westen;finanzen;ecommerce;2.5;6;9500000;2;2;0;0;0;8798930;701070
3000000;1962;0.181818182;3000000;-0.857356077;0;-1;-0.714712154;666666.666666667;2400000;545454.545454545;11;Wahr;5986;CA;westen;finanzen;finance;2.5;9;6000000;2;2;0;0;0;1331785;4668215
30500000;818;0.125;122000000;21.558988706;-0.037765004;-0.933002158;88.206721984;8133333.33333333;48800000;15250000;8;Wahr;25001;CA;westen;bildung und forschung;biotech;2.5;15;122000000;4;1;0;6883018;7153157;106766976;1196849
275000;1497;0.066666667;275000;-1;0;0;-1;55000;275000;18333.333333333;15;Falsch;25997;NJ;nordosten;software und technologie;software;1;5;275000;1;1;0;0;0;0;275000
7525000;3173;0.058823529;15050000;-0.032452974;0;-1;0.935094052;3762500;6020000;885294.117647059;17;Wahr;45611;MA;nordosten;software und technologie;software;2.5;4;15050000;2;1;0;0;0;9922396;5127604
150000;1295;0;0;-1;0;0;-1;150000;150000;37500;4;Falsch;144631;DC;süden;social_media;social;1;1;150000;1;0;0;0;0;0;150000
18000000;3243;0.052631579;18000000;-1;0;0;-1;2000000;2571428.57142857;947368.421052632;19;Wahr;44650;CA;westen;software und technologie;network_hosting;7;9;18000000;1;1;0;0;0;0;18000000
6600000;1653;0.055555556;33000000;1.439485009;8.642203078;-0.806420492;-0.852182890;8250000;16500000;1833333.33333333;18;Wahr;37335;MA;nordosten;software und technologie;mobile;2;4;33000000;5;1;9769857;4413111;457687;2364336;15995009
400000;992;0.181818182;200000;-1;0;0;-1;57142.857142857;133333.333333333;36363.636363636;11;Wahr;70586;CA;westen;social_media;social;3;7;400000;1;2;0;0;0;0;400000
7366666.66666667;1196;0.4;5525000;-0.130559481;-1;1.241038478;-0.632716922;2009090.90909091;8287396.40754491;2210000;10;Wahr;15018;CA;westen;bildung und forschung;analytics;2.6667;11;22100000;3;4;0;0;8304688;3705732;10089580
100000;1321;0.5;33333.333333333;-1;0;0;-1;11111.111111111;100000;16666.666666667;6;Falsch;65389;CA;westen;finanzen;ecommerce;1;9;100000;1;3;0;0;0;0;100000
3500000;1560;0.3;3500000;10.742293123;-1;34.216938111;-0.990058741;1312500;5250000;1050000;10;Falsch;10610;CA;westen;software und technologie;mobile;2;8;10500000;3;3;0;0;2702900;76750;7720350
5733333.33333333;2177;0.384615385;3440000;-0.874017331;-1;-0.952634560;-0.669417433;1720000;6449919.3760078;1323076.92307692;13;Wahr;1498;NY;nordosten;finanzen;games_video;2.6667;10;17200000;3;5;0;0;200054;4223628;12776318
4800000;901;0.2;4800000;0.291677880;0;-1;1.583355760;1600000;3200000;960000;10;Wahr;59187;WA;westen;enterprise und other;enterprise;3;6;9600000;2;2;0;0;0;6920947;2679053
1050000;2123;0.3;700000;0.057228134;0;-1;1.114456268;420000;1400000;210000;10;Wahr;134;WA;westen;gesundheit und sicherheit;security;1.5;5;2100000;2;3;0;0;0;1425725;674275
34029999.8571429;798;0.176470588;79403333;0.089944025;1.249710376;0.851741691;1.430825222;8214137.89655172;119104999.5;14012352.8823529;17;Wahr;12178;IN;mittlerer_westen;software und technologie;software;2;29;238209999;7;3;56016562;94258957;41898263;22626408;9308118
900000;681;0.25;900000;-0.291143109;0;-1;0.417713783;600000;360000;225000;8;Falsch;58420;NY;nordosten;bildung und forschung;education;5;3;1800000;2;2;0;0;0;1055495;744505
17475000;2050;0;0;-0.211912579;0.780676566;-0.749530983;0.121204102;4660000;14715789.4736842;5376923.07692308;13;Wahr;24727;PA;nordosten;bildung und forschung;biotech;4.75;15;69900000;4;0;0;12044523;6764015;27005396;24086066
4700000;560;0.272727273;7833333.33333333;2.434811793;-0.434335185;-0.931443577;11.982575829;1807692.30769231;13428571.4285714;2136363.63636364;11;Wahr;52406;TX;süden;gesundheit und sicherheit;health;1.75;13;23500000;5;3;2451640;689193;1218377;17771887;1368903
15000000;3159;0;0;-1;0;0;-1;2500000;3750000;882352.941176471;17;Wahr;49442;NY;nordosten;finanzen;games_video;4;6;15000000;1;0;0;0;0;0;15000000
10110000;2578;0.076923077;20220000;-0.770594662;0;-1;-0.541189325;6740000;6740000;1555384.61538462;13;Wahr;17508;CA;westen;software und technologie;hardware;3;3;20220000;2;1;0;0;0;6359394;13860606
7000000;2917;0;0;-1;0;0;-1;0;7000000;437500;16;Falsch;43873;CA;westen;software und technologie;semiconductor;1;0;7000000;1;0;0;0;0;0;7000000
471666.666666667;2004;0.5;353750;9.762435407;-1;31.280665281;-0.993359059;157222.222222222;1415000;176875;8;Wahr;465;CA;westen;social_media;social;1;9;1415000;3;4;0;0;248432;7696;1158872
1675000;1674;0.125;3350000;3.758036163;0;-1;8.516072325;3350000;1340000;418750;8;Falsch;47115;CA;westen;social_media;messaging;2.5;1;3350000;2;1;0;0;0;3031440;318560
15000000;1141;0.222222222;7500000;-1;0;0;-1;1666666.66666667;15000000;1666666.66666667;9;Wahr;64694;CA;westen;enterprise und other;enterprise;1;9;15000000;1;2;0;0;0;0;15000000
19666666.6666667;2884;0.157894737;19666666.6666667;-0.505923884;-1;-0.733525362;0.215753710;6555555.55555556;29500000;3105263.15789474;19;Wahr;15652;VA;süden;software und technologie;software;2;9;59000000;3;3;0;0;7526056;28243048;23230896
500000;2315;0;0;-1;0;0;-1;125000;100000;45454.545454545;11;Falsch;28162;NY;nordosten;software und technologie;web;5;4;500000;1;0;0;0;0;0;500000
1100000;2001;0.4;550000;-1;0;0;-1;122222.222222222;183333.333333333;220000;5;Wahr;21343;CA;westen;finanzen;advertising;6;9;1100000;1;2;0;0;0;0;1100000
